Company Name,Founder,University,Location,Latitude,Longitude,Year Founded,Therapeutic Areas,Development Stage
Company 463,Dr. David Desai,UC Berkeley,"Berkeley, CA",37.4419,-118.2437,2012,Endocrinology,Preclinical
Company 464,Dr. Emily Brown,Caltech,"Princeton, NJ",42.3601,-118.1445,2004,Immunology,Market-ready
Company 465,Dr. Laura Davis,University of Chicago,"Cambridge, MA",42.3736,-71.0942,2005,Infectious Diseases,Market-ready
Company 466,Dr. Sandra Johnson,Caltech,"Palo Alto, CA",34.1478,-122.2727,2001,Infectious Diseases,Clinical Phase II
Company 467,Dr. Sophia Morgan,Caltech,"Princeton, NJ",42.3601,-122.2727,2017,Ophthalmology,Market-ready
Company 468,Dr. John Desai,Yale University,"Chicago, IL",42.3736,-71.1097,2022,Dermatology,Market-ready
Company 469,Dr. David Lee,Stanford University,"Ann Arbor, MI",34.0522,-118.2437,2023,Oncology,Clinical Phase I
Company 470,Dr. David Desai,UC Berkeley,"Chicago, IL",42.3736,-118.2437,2020,Dermatology,Clinical Phase III
Company 471,Dr. Laura Wilson,Harvard University,"Chicago, IL",37.8716,-83.743,2013,Gene Therapy,Clinical Phase II
Company 472,Dr. Alice Wilson,UC Berkeley,"New Haven, CT",34.1478,-122.143,2007,Gene Therapy,Clinical Phase II
Company 473,Dr. John Johnson,Harvard University,"Los Angeles, CA",34.0522,-71.0942,2010,Infectious Diseases,Preclinical
Company 474,Dr. Alice Smith,Princeton University,"New Haven, CT",40.3487,-122.143,2007,Infectious Diseases,Clinical Phase I
Company 475,Dr. Sophia Brown,Stanford University,"Princeton, NJ",34.0522,-74.6592,2013,Infectious Diseases,Clinical Phase III
Company 476,Dr. James Davis,Yale University,"Ann Arbor, MI",42.3736,-87.6298,2023,Oncology,Clinical Phase II
Company 477,Dr. John Morgan,University of Michigan,"Palo Alto, CA",41.8781,-72.9279,2010,Oncology,Market-ready
Company 478,Dr. Michael Lee,UC Berkeley,"Ann Arbor, MI",40.3487,-72.9279,2008,Infectious Diseases,Market-ready
Company 479,Dr. Sophia Chen,University of Michigan,"Los Angeles, CA",42.2808,-118.2437,2002,Oncology,Market-ready
Company 480,Dr. Sandra Davis,UC Berkeley,"Princeton, NJ",34.0522,-118.1445,2018,Rare Diseases,Clinical Phase III
Company 481,Dr. John Desai,UC Berkeley,"Ann Arbor, MI",42.3601,-122.143,2011,Ophthalmology,Clinical Phase II
Company 482,Dr. Alice Garcia,UCLA,"Chicago, IL",41.3083,-83.743,2003,Cardiology,Clinical Phase III
Company 483,Dr. Michael Chen,Stanford University,"Ann Arbor, MI",42.3601,-118.1445,2016,Dermatology,Preclinical
Company 484,Dr. Sandra Wilson,UC Berkeley,"Boston, MA",42.3601,-74.6592,2021,Rare Diseases,Preclinical
Company 485,Dr. Alice Wilson,Harvard University,"Princeton, NJ",41.3083,-72.9279,2001,Dermatology,Clinical Phase I
Company 486,Dr. Laura Desai,Yale University,"Palo Alto, CA",34.0522,-71.0942,2005,Endocrinology,Preclinical
Company 487,Dr. Michael Desai,MIT,"Princeton, NJ",42.2808,-122.2727,2007,Infectious Diseases,Clinical Phase II
Company 488,Dr. John Desai,University of Michigan,"Chicago, IL",41.8781,-71.0942,2016,Infectious Diseases,Clinical Phase II
Company 489,Dr. Emily Davis,Princeton University,"Boston, MA",40.3487,-122.2727,2001,Endocrinology,Clinical Phase II
Company 490,Dr. Sandra Wilson,Yale University,"Boston, MA",34.0522,-71.0942,2012,Immunology,Market-ready
Company 491,Dr. Sandra Johnson,Stanford University,"Chicago, IL",37.8716,-122.143,2002,Gene Therapy,Market-ready
Company 492,Dr. John Davis,UC Berkeley,"Chicago, IL",42.2808,-72.9279,2014,Rare Diseases,Clinical Phase II
Company 493,Dr. Michael Davis,Stanford University,"Boston, MA",42.2808,-72.9279,2009,Dermatology,Preclinical
Company 494,Dr. Sophia Chen,University of Chicago,"Boston, MA",42.3736,-118.1445,2009,Gene Therapy,Preclinical
Company 495,Dr. Laura Smith,UC Berkeley,"New Haven, CT",40.3487,-71.0942,2010,Infectious Diseases,Clinical Phase I
Company 496,Dr. James Wilson,University of Michigan,"Boston, MA",42.3601,-87.6298,2002,Infectious Diseases,Clinical Phase III
Company 497,Dr. Emily Desai,UC Berkeley,"Cambridge, MA",41.8781,-83.743,2017,Dermatology,Clinical Phase I
Company 498,Dr. Sandra Johnson,Caltech,"Cambridge, MA",37.8716,-71.0942,2014,Immunology,Clinical Phase III
Company 499,Dr. David Wilson,Stanford University,"Palo Alto, CA",40.3487,-71.0942,2000,Dermatology,Preclinical
Company 500,Dr. Sandra Morgan,UC Berkeley,"Cambridge, MA",34.1478,-122.143,2011,Cardiology,Clinical Phase II
